x0,x1,x2,x3,x4,x5,x_mod_four_0,x_mod_four_1,x_mod_four_2,x_mod_four_3,x_mod_four_4,x_mod_four_5,x0_binary_one_count,x0_binary_zero_count,x0_binary_percent_one,x0_binary_percent_zero,x1_binary_one_count,x1_binary_zero_count,x1_binary_percent_one,x1_binary_percent_zero,x2_binary_one_count,x2_binary_zero_count,x2_binary_percent_one,x2_binary_percent_zero,x3_binary_one_count,x3_binary_zero_count,x3_binary_percent_one,x3_binary_percent_zero,x4_binary_one_count,x4_binary_zero_count,x4_binary_percent_one,x4_binary_percent_zero,x5_binary_one_count,x5_binary_zero_count,x5_binary_percent_one,x5_binary_percent_zero,x_mod_four_0_binary_one_count,x_mod_four_0_binary_zero_count,x_mod_four_0_binary_percent_one,x_mod_four_0_binary_percent_zero,x_mod_four_1_binary_one_count,x_mod_four_1_binary_zero_count,x_mod_four_1_binary_percent_one,x_mod_four_1_binary_percent_zero,x_mod_four_2_binary_one_count,x_mod_four_2_binary_zero_count,x_mod_four_2_binary_percent_one,x_mod_four_2_binary_percent_zero,x_mod_four_3_binary_one_count,x_mod_four_3_binary_zero_count,x_mod_four_3_binary_percent_one,x_mod_four_3_binary_percent_zero,x_mod_four_4_binary_one_count,x_mod_four_4_binary_zero_count,x_mod_four_4_binary_percent_one,x_mod_four_4_binary_percent_zero,x_mod_four_5_binary_one_count,x_mod_four_5_binary_zero_count,x_mod_four_5_binary_percent_one,x_mod_four_5_binary_percent_zero,collatz_average,x_mod_four_average
529.0,1588.0,794.0,397.0,1192.0,596.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0,70.0,30.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,7.0,4.0,63.64,36.36,6.0,4.0,60.0,40.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1019.2,0.8
530.0,265.0,796.0,398.0,199.0,598.0,2.0,1.0,0.0,2.0,3.0,2.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,5.0,5.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,557.2,2.0
531.0,1594.0,797.0,2392.0,1196.0,598.0,3.0,2.0,1.0,0.0,0.0,2.0,6.0,4.0,60.0,40.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,7.0,5.0,58.33,41.67,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,1421.6,1.6
532.0,266.0,133.0,400.0,200.0,100.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,326.2,0.6
533.0,1600.0,800.0,400.0,200.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,60.0,40.0,8.0,3.0,72.73,27.27,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,726.6,0.2
534.0,267.0,802.0,401.0,1204.0,602.0,2.0,3.0,2.0,1.0,0.0,2.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,762.0,2.0
535.0,1606.0,803.0,2410.0,1205.0,3616.0,3.0,2.0,3.0,2.0,1.0,0.0,5.0,5.0,50.0,50.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,6.0,6.0,50.0,50.0,5.0,6.0,45.45,54.55,8.0,4.0,66.67,33.33,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,2035.0,2.2
536.0,268.0,134.0,67.0,202.0,101.0,0.0,0.0,2.0,3.0,2.0,1.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,261.6,1.6
537.0,1612.0,806.0,403.0,1210.0,605.0,1.0,0.0,2.0,3.0,2.0,1.0,6.0,4.0,60.0,40.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1034.6,1.8
538.0,269.0,808.0,404.0,202.0,101.0,2.0,1.0,0.0,0.0,2.0,1.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,464.4,1.2
539.0,1618.0,809.0,2428.0,1214.0,607.0,3.0,2.0,1.0,0.0,2.0,3.0,5.0,5.0,50.0,50.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,5.0,7.0,41.67,58.33,4.0,7.0,36.36,63.64,3.0,7.0,30.0,70.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1443.0,2.2
540.0,270.0,135.0,406.0,203.0,610.0,0.0,2.0,3.0,2.0,3.0,2.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,6.0,4.0,60.0,40.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,432.8,2.4
541.0,1624.0,812.0,406.0,203.0,610.0,1.0,0.0,0.0,2.0,3.0,2.0,5.0,5.0,50.0,50.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,6.0,4.0,60.0,40.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,839.2,1.6
542.0,271.0,814.0,407.0,1222.0,611.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,773.4,3.0
543.0,1630.0,815.0,2446.0,1223.0,3670.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,6.0,40.0,60.0,4.0,7.0,36.36,63.64,3.0,7.0,30.0,70.0,6.0,6.0,50.0,50.0,5.0,6.0,45.45,54.55,5.0,7.0,41.67,58.33,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,2065.4,3.0
544.0,272.0,136.0,68.0,34.0,17.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,2.0,80.0,20.0,7.0,2.0,77.78,22.22,6.0,2.0,75.0,25.0,5.0,2.0,71.43,28.57,4.0,2.0,66.67,33.33,3.0,2.0,60.0,40.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,214.2,0.6
545.0,1636.0,818.0,409.0,1228.0,614.0,1.0,0.0,2.0,1.0,0.0,2.0,7.0,3.0,70.0,30.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,1050.0,1.2
546.0,273.0,820.0,410.0,205.0,616.0,2.0,1.0,0.0,2.0,1.0,0.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,6.0,4.0,60.0,40.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,574.0,1.2
547.0,1642.0,821.0,2464.0,1232.0,616.0,3.0,2.0,1.0,0.0,0.0,0.0,6.0,4.0,60.0,40.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,8.0,4.0,66.67,33.33,7.0,4.0,63.64,36.36,6.0,4.0,60.0,40.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1464.4,1.2
548.0,274.0,137.0,412.0,206.0,103.0,0.0,2.0,1.0,0.0,2.0,3.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,336.0,1.6
549.0,1648.0,824.0,412.0,206.0,103.0,1.0,0.0,0.0,0.0,2.0,3.0,6.0,4.0,60.0,40.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,748.4,1.2
550.0,275.0,826.0,413.0,1240.0,620.0,2.0,3.0,2.0,1.0,0.0,0.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,784.8,1.6
551.0,1654.0,827.0,2482.0,1241.0,3724.0,3.0,2.0,3.0,2.0,1.0,0.0,5.0,5.0,50.0,50.0,4.0,7.0,36.36,63.64,3.0,7.0,30.0,70.0,6.0,6.0,50.0,50.0,5.0,6.0,45.45,54.55,6.0,6.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,2095.8,2.2
552.0,276.0,138.0,69.0,208.0,104.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,269.4,0.6
553.0,1660.0,830.0,415.0,1246.0,623.0,1.0,0.0,2.0,3.0,2.0,3.0,6.0,4.0,60.0,40.0,4.0,7.0,36.36,63.64,3.0,7.0,30.0,70.0,2.0,7.0,22.22,77.78,4.0,7.0,36.36,63.64,3.0,7.0,30.0,70.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1065.4,2.2
554.0,277.0,832.0,416.0,208.0,104.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,478.2,0.6
555.0,1666.0,833.0,2500.0,1250.0,625.0,3.0,2.0,1.0,0.0,2.0,1.0,5.0,5.0,50.0,50.0,7.0,4.0,63.64,36.36,6.0,4.0,60.0,40.0,7.0,5.0,58.33,41.67,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1485.8,1.8
556.0,278.0,139.0,418.0,209.0,628.0,0.0,2.0,3.0,2.0,1.0,0.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,5.0,5.0,50.0,50.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,445.6,1.6
557.0,1672.0,836.0,418.0,209.0,628.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,50.0,50.0,7.0,4.0,63.64,36.36,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,5.0,5.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,864.0,0.8
558.0,279.0,838.0,419.0,1258.0,629.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,796.2,2.6
559.0,1678.0,839.0,2518.0,1259.0,3778.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,6.0,40.0,60.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,5.0,7.0,41.67,58.33,4.0,7.0,36.36,63.64,6.0,6.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,2126.2,3.0
560.0,280.0,140.0,70.0,35.0,106.0,0.0,0.0,0.0,2.0,3.0,2.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,3.0,57.14,42.86,3.0,3.0,50.0,50.0,3.0,4.0,42.86,57.14,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,238.2,1.4
561.0,1684.0,842.0,421.0,1264.0,632.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,4.0,60.0,40.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1080.8,0.8
562.0,281.0,844.0,422.0,211.0,634.0,2.0,1.0,0.0,2.0,3.0,2.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,4.0,6.0,40.0,60.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,590.8,2.0
563.0,1690.0,845.0,2536.0,1268.0,634.0,3.0,2.0,1.0,0.0,0.0,2.0,5.0,5.0,50.0,50.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,6.0,6.0,50.0,50.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,1507.2,1.6
564.0,282.0,141.0,424.0,212.0,106.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,345.8,1.0
565.0,1696.0,848.0,424.0,212.0,106.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,50.0,50.0,7.0,4.0,63.64,36.36,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,770.2,0.6
566.0,283.0,850.0,425.0,1276.0,638.0,2.0,3.0,2.0,1.0,0.0,2.0,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,4.0,7.0,36.36,63.64,3.0,7.0,30.0,70.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,807.6,2.0
567.0,1702.0,851.0,2554.0,1277.0,3832.0,3.0,2.0,3.0,2.0,1.0,0.0,4.0,6.0,40.0,60.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,4.0,8.0,33.33,66.67,3.0,8.0,27.27,72.73,4.0,8.0,33.33,66.67,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,2156.6,2.2
568.0,284.0,142.0,71.0,214.0,107.0,0.0,0.0,2.0,3.0,2.0,3.0,6.0,4.0,60.0,40.0,5.0,4.0,55.56,44.44,4.0,4.0,50.0,50.0,3.0,4.0,42.86,57.14,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,277.2,2.0
569.0,1708.0,854.0,427.0,1282.0,641.0,1.0,0.0,2.0,3.0,2.0,1.0,5.0,5.0,50.0,50.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,8.0,3.0,72.73,27.27,7.0,3.0,70.0,30.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1096.2,1.8
570.0,285.0,856.0,428.0,214.0,107.0,2.0,1.0,0.0,0.0,2.0,3.0,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,492.0,1.6
571.0,1714.0,857.0,2572.0,1286.0,643.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,6.0,40.0,60.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,8.0,4.0,66.67,33.33,7.0,4.0,63.64,36.36,6.0,4.0,60.0,40.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1528.6,2.2
572.0,286.0,143.0,430.0,215.0,646.0,0.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,3.0,6.0,33.33,66.67,2.0,6.0,25.0,75.0,6.0,4.0,60.0,40.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,458.4,2.4
573.0,1720.0,860.0,430.0,215.0,646.0,1.0,0.0,0.0,2.0,3.0,2.0,4.0,6.0,40.0,60.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,2.0,6.0,25.0,75.0,6.0,4.0,60.0,40.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,888.8,1.6
574.0,287.0,862.0,431.0,1294.0,647.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,40.0,60.0,3.0,6.0,33.33,66.67,3.0,7.0,30.0,70.0,2.0,7.0,22.22,77.78,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,819.0,3.0
575.0,1726.0,863.0,2590.0,1295.0,3886.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,7.0,30.0,70.0,3.0,8.0,27.27,72.73,2.0,8.0,20.0,80.0,6.0,6.0,50.0,50.0,5.0,6.0,45.45,54.55,4.0,8.0,33.33,66.67,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,2187.0,3.0
576.0,288.0,144.0,72.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,80.0,20.0,7.0,2.0,77.78,22.22,6.0,2.0,75.0,25.0,5.0,2.0,71.43,28.57,4.0,2.0,66.67,33.33,3.0,2.0,60.0,40.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,226.8,0.4
577.0,1732.0,866.0,433.0,1300.0,650.0,1.0,0.0,2.0,1.0,0.0,2.0,7.0,3.0,70.0,30.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,7.0,4.0,63.64,36.36,6.0,4.0,60.0,40.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,1111.6,1.2
578.0,289.0,868.0,434.0,217.0,652.0,2.0,1.0,0.0,2.0,1.0,0.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,6.0,4.0,60.0,40.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,607.6,1.2
579.0,1738.0,869.0,2608.0,1304.0,652.0,3.0,2.0,1.0,0.0,0.0,0.0,6.0,4.0,60.0,40.0,5.0,6.0,45.45,54.55,4.0,6.0,40.0,60.0,8.0,4.0,66.67,33.33,7.0,4.0,63.64,36.36,6.0,4.0,60.0,40.0,0.0,2.0,0.0,100.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1550.0,1.2
580.0,290.0,145.0,436.0,218.0,109.0,0.0,2.0,1.0,0.0,2.0,1.0,7.0,3.0,70.0,30.0,6.0,3.0,66.67,33.33,5.0,3.0,62.5,37.5,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,355.6,1.2
581.0,1744.0,872.0,436.0,218.0,109.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,4.0,60.0,40.0,6.0,5.0,54.55,45.45,5.0,5.0,50.0,50.0,4.0,5.0,44.44,55.56,3.0,5.0,37.5,62.5,2.0,5.0,28.57,71.43,0.0,1.0,0.0,100.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,0.0,100.0,792.0,0.8
